id,nombre,lng,lat,altitud,corriente,zona,subzona,cenpoblado,municipio,depart,ctg,cotacero,areaaferete,maxnivel,maxcaudal,umbralsen,umbralobs,umbralpron,uroja,unaranja,uamarilla,ubajos,umaxhis,subred,en_H,en_Hsim,en_Q,en_Qsim,en_Calidad,NIVEL,CAUDAL
008555,DESEMBOCADURA RÍO CAUCA,-74.46944444,8.8725,17.0,Cauca,Bajo Magdalena- Cauca -San Jorge,Directos Bajo Cauca - Cga La Raya entre río Nechí y brazo de loba,PINILLOS,PINILLOS,BOLÍVAR,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008558,DESEMBOCADURA RÍO CHINCHINA,-75.67861111,5.1375,822.0,Chinchina,Cauca,Río Otún y otros directos al Cauca,PALESTINA,PALESTINA,CALDAS,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008559,DESEMBOCADURA RIO CIMITARRA,-73.92388889,7.4675,70.0,RIO CIMITARRA,Medio Magdalena,Río Cimitarra y otros directos al Magdalena,SAN PABLO,SAN PABLO,BOLÍVAR,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008565,DESEMBOCADURA RÍO GUADALAJARA,-76.34016667,3.902,969.0,Guadalajara,Cauca,Rios Guadalajara y San Pedro,BUGALAGRANDE,BUGALAGRANDE,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008566,DESEMBOCADURA RÍO LA MIEL,-74.66773,5.771767,143.0,La Miel,Medio Magdalena,Río La Miel (Samaná),LA DORADA,LA DORADA,CALDAS,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008568,DESEMBOCADURA RÍO LA VIEJA,-75.932503,4.803444444,898.0,La Vieja,Cauca,Rios Las Cañas - Los Micos y Obando,CARTAGO,CARTAGO,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008569,DESEMBOCADURA RIO LEBRIJA,-73.77305556,8.131111111,41.0,RIO LEBRIJA,Medio Magdalena,Río Lebrija y otros directos al Magdalena,AGUACHICA,AGUACHICA,CESAR,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008570,DESEMBOCADURA RÍO MAN,-75.20916667,7.956944444,61.0,Man,Cauca,Río Taraza - Río Man,CAUCASIA,CAUCASIA,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008573,DESEMBOCADURA RÍO NARE,-74.58611111,6.206944444,120.0,Nare,Medio Magdalena,Río Nare,PUERTO NARE,PUERTO NARE,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008574,DESEMBOCADURA RÍO NECHI,-74.76472222,8.097638889,37.0,Nechi,Nechí,Directos al Bajo Nechí (mi),NECHÍ,NECHÍ,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008575,DESEMBOCADURA RÍO NEGRO,-74.644393,5.736085,147.0,Rio Negro,Medio Magdalena,Directos al Magdalena entre Ríos Seco y Negro (md),PUERTO SALGAR,PUERTO SALGAR,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008576,DESEMBOCADURA RIO OPON,-73.886806,6.959889,73.0,RIO OPON,Medio Magdalena,Río Opón,BARRANCABERMEJA,BARRANCABERMEJA,SANTANDER,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAS,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008577,DESEMBOCADURA RÍO OTÚN,-75.81333333,4.905277778,905.0,Otun,Cauca,Río Otún y otros directos al Cauca,MARSELLA,MARSELLA,RISARALDA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008581,DESEMBOCADURA RÍO QUINAMAYO,-76.53719444,3.1085,997.0,Quinamayo,Cauca,Río Quinamayo y otros directos al Cauca,SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008582,DESEMBOCADURA RÍO RISARALDA,-75.8877,4.8962,897.0,Risaralda,Cauca,Río Risaralda,LA VIRGINIA,LA VIRGINIA,RISARALDA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008583,DESEMBOCADURA RÍO SAN ANDRÉS,-75.67361111,7.057777778,400.0,San Andres,Cauca,Directos Río Cauca  entre Río San Juan y  Pto Valdivia (md),SAN ANDRÉS,SAN ANDRÉS,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008584,DESEMBOCADURA RÍO SAN JORGE,-74.73527778,9.150833333,7.0,San Jorge,Bajo Magdalena- Cauca -San Jorge,Bajo San Jorge - La Mojana,MAGANGUÉ,MAGANGUÉ,BOLÍVAR,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008585,DESEMBOCADURA RÍO SAN JUAN,-75.85916667,5.932777778,558.0,San Juan,Cauca,Río San Juan,VENECIA,VENECIA,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008586,DESEMBOCADURA RÍO SOGAMOSO,-73.91583333,7.211111111,68.0,RIO SOGAMOSO,Sogamoso,Río Sogamoso,PUERTO WILCHES,PUERTO WILCHES,SANTANDER,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008589,DESEMBOCADURA RÍO TARAZÁ,-75.36461111,7.581277778,93.0,Tarazá,Cauca,Río Taraza - Río Man,VALDIVIA,VALDIVIA,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008590,DESEMBOCADURA RÍO TONUSCO,-75.82111111,6.518333333,480.0,Tonusco,Cauca,Directos Río Cauca entre Río San Juan y Pto Valdivia (mi),SANTA FE DE ANTIOQUIA,SANTA FE DE ANTIOQUIA,ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008591,DESEMBOCADURA RÍO TULUÁ,-76.24580556,4.150277778,955.0,Tuluá,Cauca,Ríos Tulua y Morales,TULUÁ,TULUÁ,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008592,DESEMBOCADURA RIOFRÍO,-76.2755,4.118583333,924.0,Riofrío,Cauca,Río Frío,YOTOCO,YOTOCO,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008620,DESPUES MCPIO GIRARDOT,-74.85647222,4.268888889,275.0,Magdalena,Alto Magdalena,Río Seco y otros Directos al Magdalena,GIRARDOT,GIRARDOT,CUNDINAMARCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008642,DESPUES RÍO CARARE,-74.093484,6.795694,83.0,Magdalena,Medio Magdalena,Río Carare (Minero),PUERTO PARRA,PUERTO PARRA,SANTANDER,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008650,DESEMBOCADURA RÍO GUARAPAS,-76.15222222,1.8975,1162.0,Guarapas,Alto Magdalena,Alto Magdalena,PITALITO,PITALITO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008763,PASO DE LA TORRE,-76.45194444,3.646388889,980.0,Cauca,Cauca,Rios Arroyohondo - Yumbo - Mulalo - Vijes - Yotoco,YUMBO,YUMBO,VALLE DEL CAUCA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,RED NACIONAL DE CALIDAD DEL AGUA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008810,PTE SAN FRANCISCO METALICO - BACHE,-75.35747222,3.053888889,471.0,Bache,Alto Magdalena,Río Fortalecillas y otros,NEIVA,NEIVA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008820,PTE AVISPERO - SUAZA,-75.82405556,1.867083333,1032.0,Suaza,Alto Magdalena,Río Suaza,SUAZA,SUAZA,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008823,PTE. FUNDADORES - GUARAPAS,-76.089444,1.765964,1334.0,Guarapas,Alto Magdalena,Alto Magdalena,PITALITO,PITALITO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008828,PTE PASO LA LAGUNA - MAGDALENA,-76.05866667,1.950638889,1050.0,Magdalena,Alto Magdalena,Alto Magdalena,PITALITO,PITALITO,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008860,DESPUES RÍO ALICANTE,-74.373333,6.640833,98.0,Magdalena,Medio Magdalena,Río San Bartolo y otros directos al Magdalena Medio,YONDÓ (CASABE),YONDÓ (CASABE),ANTIOQUIA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CORMAGDALENA,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
008872,SAN AGUSTIN - SOMBRERILLOS,-76.232542,1.869656,1298.0,Proceso Prelambre,Alto Magdalena,Alto Magdalena,SAN AGUSTÍN,SAN AGUSTÍN,HUILA,Limnimétrica,0.0,,,,,,,0.0,0.25,0.5,,,CONVENIO CAM,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
H0011,MIRA EN LITA ,-78.457789,0.879061,,Río Mira (río Perenne),,,ALTO TAMBO/GUADAL,SAN LORENZO,ESMERALDAS,Limnigráfica,,4412.0,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
H0012,LITA AJ MIRA ,-78.453401,0.868491,,Río Mira (río Perenne),,,ALTO TAMBO/GUADAL,SAN LORENZO,ESMERALDAS,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
H0015,CHOTA EN PTE.CARRETERA ,-78.075933,0.476067,,Río Chota (río Perenne),,,MIRA,MIRA,CARCHI,Limnigráfica,,1867.0,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
H0017,APAQUI D GRUTA LA PAZ #3 ,-77.848469,0.497047,,Río Rumichaca o Apaqui (Río Perenne),,,LA PAZ,MONTUFAR,CARCHI,Limnigráfica,,517.0,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
H0019,ATAL AJ APAQUI ,-77.7961,0.52943,,Río Rumichaca o Apaqui (Río Perenne),,,SAN JOSE,MONTUFAR,CARCHI,,,,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
H0064,EL ANGEL EN PTE.AYORA ,-77.951858,0.637272,,Río El Ángel (río perenne),,,27 DE SEPTIEMBRE,ESPEJO,CARCHI,Limnigráfica,,168.0,,,,,,,,,,,,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
