Station,Latitude,Longitude,COMID_v1,Bias Corrected,Corrected Variability,Corrected Correlation,Corrected KGE
Ganges-Brahmaputra_gandak_km0906,26.3304,84.7794,5029457,1.002221368,1.047766488,0.92993998,0.915176782
Ganges-Brahmaputra_gandak_km0921,26.4269,84.6926,5027551,1.004003771,1.013523741,0.744851097,0.74446158
Ganges-Brahmaputra_gandak_km0927,26.4654,84.6826,5027158,1.001187913,0.885306241,0.846267248,0.808193252
Ganges-Brahmaputra_gandak_km0955,26.5589,84.4585,5026688,1.002062438,1.025193522,0.906388029,0.903035222
Ganges-Brahmaputra_gandak_km1031,27.0121,84.1034,5025007,1.00327218,1.024612412,0.920639527,0.916846151
Ganges-Brahmaputra_gandak_km1034,27.0144,84.0765,5025007,1.002716457,1.079120496,0.921079171,0.888214807
Ganges-Brahmaputra_gandak_km1118,27.5153,83.9411,5022697,1.000390889,1.007609347,0.933329196,0.932895223
Ganges-Brahmaputra_gandak_km1125,27.5454,83.9331,5022452,1.0024134,1.06969846,0.927864722,0.899664572
Ganges-Brahmaputra_ganga_km0417,25.0628,87.8516,5034596,1.013080274,1.008903157,0.929775405,0.928014908
Ganges-Brahmaputra_ganga-Trib-03_km1191,27.0647,83.1844,5024515,1.007379428,1.14062346,0.906774911,0.831120367
Ganges-Brahmaputra_ganges_km0001,22.635,90.8241,5042084,0.916998138,1.076871723,0.753513324,0.728791128
Ganges-Brahmaputra_ganges_km0043,23.4252,90.3019,5041287,1.026133667,0.958939116,0.972218727,0.943957482
Ganges-Brahmaputra_ganges_km0127,23.7955,89.6739,5039563,1.00118687,0.985458543,0.92065707,0.919326813
Ganges-Brahmaputra_ganges_km0128,23.8753,89.6937,5039536,1.027295052,1.01024058,0.965924006,0.955155127
Ganges-Brahmaputra_ganges_km0143,23.8228,89.5241,5039563,0.985362515,1.019931829,0.961276615,0.954054006
Ganges-Brahmaputra_ganges_km0175,23.9353,89.2573,5039207,1.021928606,0.980659285,0.957919792,0.9487587
Ganges-Brahmaputra_ganges_km0208,24.0763,89.0266,5038619,1.000882373,0.976509087,0.982601208,0.970754154
Ganges-Brahmaputra_ganges_km0269,24.3348,88.6785,5037319,0.981632711,1.02362165,0.890707961,0.886685881
Ganges-Brahmaputra_ganges_km0302,24.3822,88.3849,5036966,1.003462451,0.993479797,0.961163291,0.960467842
Ganges-Brahmaputra_ganges_km0418,25.0625,87.8379,5034068,1.002121322,1.284734583,0.775674727,0.637508468
Ganges-Brahmaputra_ganges_km0422,25.0865,87.8189,5033970,1.01163684,1.050454222,0.956385786,0.932300339
Ganges-Brahmaputra_ganges_km0440,25.2391,87.7945,5033407,1.023947252,0.966328825,0.889342836,0.881880455
Ganges-Brahmaputra_ganges_km0448,25.2986,87.7156,5033407,0.998990334,0.997310915,0.97322605,0.973072411
Ganges-Brahmaputra_ganges_km0449,25.2694,87.7232,5033407,1.000551369,1.010331462,0.958326313,0.957061214
Ganges-Brahmaputra_ganges_km0485,25.4185,87.4346,5032443,1.012937768,0.993256505,0.983396314,0.977896992
Ganges-Brahmaputra_ganges_km0504,25.4329,87.2907,5032507,1.014632925,1.002058451,0.972374558,0.968670705
Ganges-Brahmaputra_ganges_km0531,25.2882,87.1767,5033066,0.994721235,1.105459798,0.941727834,0.879396187
Ganges-Brahmaputra_ganges_km0541,25.2882,87.1173,5033116,1.012980959,1.004569786,0.958971125,0.95672464
Ganges-Brahmaputra_ganges_km0559,25.3152,86.9935,5033107,0.98954432,0.985877069,0.841689073,0.840716831
Ganges-Brahmaputra_ganges_km0621,25.4078,86.4884,5032905,0.999392149,1.021609832,0.768512061,0.767504795
Ganges-Brahmaputra_ganges_km0671,25.3357,86.2694,5032941,0.998482726,1.002595845,0.973948428,0.97377549
Ganges-Brahmaputra_ganges_km0701,25.3564,86.0156,5032837,1.015511183,0.995424572,0.963365096,0.959954432
Ganges-Brahmaputra_ganges_km0733,25.516,85.7976,5032018,1.002551627,1.031173267,0.985342488,0.965458343
Ganges-Brahmaputra_ganges_km0745,25.5081,85.6946,5032017,1.010345304,0.99558943,0.935965456,0.934985376
Ganges-Brahmaputra_ganges_km0757,25.5139,85.5903,5032012,1.013425506,0.953634208,0.964599472,0.940139928
Ganges-Brahmaputra_ganges_km0772,25.5794,85.4884,5031651,0.998499386,1.007468387,0.973420157,0.972350105
Ganges-Brahmaputra_ganges_km0785,25.5991,85.3746,5031650,1.012347229,1.008030869,0.962049242,0.959291169
Ganges-Brahmaputra_ganges_km0816,25.6659,85.1161,5031409,1.003614639,0.997249733,0.962884129,0.962607254
Ganges-Brahmaputra_ganges_km0845,25.7059,84.8786,5031028,1.009411765,0.976216917,0.942987748,0.937513096
Ganges-Brahmaputra_ganges_km0859,25.7045,84.7383,5031468,0.992712273,1.017664752,0.884074245,0.882509851
Ganges-Brahmaputra_ganges_km0863,25.7407,84.7119,5030865,1.01229242,1.047207347,0.938956525,0.921859466
Ganges-Brahmaputra_ganges_km0900,25.7397,84.4174,5031127,0.996826549,1.004058264,0.877319795,0.877211674
Ganges-Brahmaputra_ganges_km0904,25.7639,84.3974,5030745,1.015106812,0.96224337,0.86524002,0.859237679
Ganges-Brahmaputra_ganges_km0952,25.6205,84.0407,5031712,0.998162014,1.013541718,0.963134982,0.960683516
Ganges-Brahmaputra_ganges_km0993,25.5934,83.7394,5031942,1.009321453,1.073709651,0.957263281,0.914288687
Ganges-Brahmaputra_ganges_km1001,25.6148,83.6662,5031942,1.000176442,1.048081357,0.955447897,0.934450492
Ganges-Brahmaputra_ganges_km1020,25.5066,83.5259,5032053,1.007530351,1.000396101,0.953558981,0.952950756
Ganges-Brahmaputra_ganges_km1031,25.4204,83.5475,5032561,1.00670666,1.008240909,0.84465198,0.844289053
Ganges-Brahmaputra_ganges_km1058,25.4792,83.3585,5032122,1.001419531,1.132742709,0.899197393,0.833315245
Ganges-Brahmaputra_ganges_km1112,25.3306,83.1036,5032871,1.006217496,0.898471407,0.943210377,0.883502044
Ganges-Brahmaputra_ganges_km1160,25.1147,82.8214,5033842,0.999742637,1.070298571,0.650896684,0.643888949
Ganges-Brahmaputra_ganges_km1172,25.1631,82.7197,5033739,1.000097796,1.084243431,0.880703116,0.853956473
Ganges-Brahmaputra_ganges_km1179,25.2047,82.6704,5033554,1.008042845,0.900913556,0.876489765,0.841451619
Ganges-Brahmaputra_ganges_km1251,25.2224,82.2361,5033580,1.004359405,1.019614776,0.883001072,0.881288194
Ganges-Brahmaputra_ganges_km1271,25.2246,82.1969,5033508,1.007379666,1.096591804,0.93813671,0.885058699
Ganges-Brahmaputra_ganges_km1285,25.3154,82.1731,5033131,1.008243494,1.061382927,0.943943872,0.916464926
Ganges-Brahmaputra_ganges_km1288,25.3063,82.1499,5033131,0.9954549,0.84863869,0.855217241,0.790493553
Ganges-Brahmaputra_ganges_km1316,25.3267,81.9604,5032894,0.999084514,0.992532801,0.815225039,0.815071951
Ganges-Brahmaputra_ganges_km1344,25.5024,81.8459,5032041,1.001639154,0.934655596,0.815800804,0.804546881
Ganges-Brahmaputra_ganges_km1371,25.5424,81.6451,5031809,1.002810572,0.985732148,0.900539484,0.899482015
Ganges-Brahmaputra_ganges_km1378,25.5917,81.6294,5031640,1.003559602,1.08248632,0.867765417,0.844106932
Ganges-Brahmaputra_ganges_km1381,25.5875,81.5959,5031640,1.002075813,1.040228936,0.913064597,0.904185384
Ganges-Brahmaputra_ganges_km1393,25.6167,81.5116,5031634,0.999900993,1.04012941,0.964430758,0.946375842
Ganges-Brahmaputra_ganges_km1408,25.676,81.4211,5031634,1.001368237,1.048268173,0.932910983,0.917340308
Ganges-Brahmaputra_ganges_km1475,26.0122,81.0661,5029681,0.999110846,0.99947838,0.915068195,0.915061939
Ganges-Brahmaputra_ganges_km1476,26.0184,81.0562,5029681,1.001525144,0.99625846,0.862660757,0.862601336
Ganges-Brahmaputra_ganges_km1542,26.2029,80.6154,5028884,1.001898379,1.113179193,0.891064017,0.842900726
Ganges-Brahmaputra_ganges_km1567,26.3739,80.4989,5028314,1.002413719,0.942302823,0.914980259,0.89722283
Ganges-Brahmaputra_ganges_km1596,26.5492,80.3132,5027053,0.999878123,1.074472807,0.870420407,0.850544038
Ganges-Brahmaputra_ganges_km1609,26.6461,80.2727,5026340,1.001463303,1.07530148,0.914344843,0.885941857
Ganges-Brahmaputra_ganges_km1624,26.7092,80.169,5026120,0.999749241,1.003062544,0.934152518,0.934080861
Ganges-Brahmaputra_ganges_km1687,27.1444,79.9316,5024116,1.002267011,1.044839346,0.881132805,0.872936566
Ganges-Brahmaputra_ganges_km1706,27.2064,79.7656,5023955,1.000022674,1.066210442,0.870883742,0.85489717
Ganges-Brahmaputra_ganges_km1739,27.4194,79.6246,5023530,1.001090896,1.053251647,0.880184857,0.868879458
Ganges-Brahmaputra_ganges_km1752,27.5133,79.5616,5022601,1.001765598,1.040653863,0.811173507,0.806838673
Ganges-Brahmaputra_ganges_km1802,27.7213,79.2113,5021969,1.001621669,1.090672832,0.879517872,0.849201673
Ganges-Brahmaputra_ganges_km1805,27.7316,79.1842,5021969,0.999976696,0.997047108,0.882652045,0.882614896
Ganges-Brahmaputra_ganges_km1806,27.7314,79.1829,5021969,1.000243431,1.015767618,0.925495054,0.923844475
Ganges-Brahmaputra_ganges_km1810,27.77,79.174,5021542,0.999234957,0.975892686,0.89065432,0.888025782
Ganges-Brahmaputra_ganges_km1811,27.7796,79.1631,5021542,1.000741714,1.067010231,0.851107496,0.836721407
Ganges-Brahmaputra_ganges_km1853,27.9367,78.8532,5020795,0.999272949,1.032194335,0.623417334,0.622042981
Ganges-Brahmaputra_ganges_km1866,27.9836,78.7491,5020753,1.001180099,0.938193454,0.803664403,0.794162423
Ganges-Brahmaputra_ganges_km1923,28.2629,78.3564,5019614,1.000491346,1.065235635,0.87673338,0.860534631
Ganges-Brahmaputra_ganges_km2021,28.967,78.0784,5016509,1.00056927,0.948960304,0.843082687,0.834989644
Ganges-Brahmaputra_ganges_km2022,28.9723,78.0739,5016509,0.999378651,1.04944006,0.868500622,0.859512307
Ganges-Brahmaputra_ganges_km2102,29.5409,78.0533,5014162,1.00075873,0.897443636,0.624406064,0.610655438
Ganges-Brahmaputra_ghaghara_km0884,25.8412,84.5471,5030387,1.002104714,1.007323032,0.938906559,0.938433246
Ganges-Brahmaputra_ghaghara_km0885,25.8459,84.5433,5030387,1.002664823,0.987053458,0.893224049,0.892409025
Ganges-Brahmaputra_ghaghara_km0909,25.9089,84.3526,5030073,1.002745057,1.098001462,0.946269859,0.888202192
Ganges-Brahmaputra_ghaghara_km0917,25.9411,84.2946,5029852,1.003782413,0.981928876,0.883362892,0.881910681
Ganges-Brahmaputra_gomati_km1150,25.6369,82.8141,5032051,1.004563198,1.070220129,0.931004825,0.901450401
Ganges-Brahmaputra_gomti_km1233,26.0024,82.4654,5029685,1.002479214,0.870121124,0.844678707,0.797516981
Ganges-Brahmaputra_gomti_km1236,26.0042,82.4406,5029685,1.002650254,1.054000636,0.731695825,0.72630268
Ganges-Brahmaputra_gomti_km1428,26.6055,81.6614,5026557,1.001779344,1.040950738,0.774081211,0.770392883
Ganges-Brahmaputra_gomti_km1624,26.9997,80.8289,5024894,1.002480228,1.001305454,0.592376285,0.592366649
Ganges-Brahmaputra_jaldhak_km0405,25.9523,89.4921,5030694,1.008635832,1.083524941,0.706295,0.694527218
Ganges-Brahmaputra_jaldhak_km0413,26.0106,89.4622,5029657,1.001138513,1.065810639,0.930081286,0.903974155
Ganges-Brahmaputra_jamuna_km0227,24.6611,89.6809,5035929,0.993590636,1.016989467,0.973346744,0.967749139
Ganges-Brahmaputra_jamuna_km0250,24.8446,89.6186,5035381,0.9816255,1.04167857,0.922804584,0.910368211
Ganges-Brahmaputra_jamuna_km0289,25.1609,89.6894,5034457,0.99158553,1.002960614,0.944824418,0.94410802
Ganges-Brahmaputra_kali-Sindh_km2334,25.0239,76.1706,5034980,1.001281114,1.357079516,0.541701018,0.419013443
Ganges-Brahmaputra_kali-Sindh_km2343,24.9554,76.1874,5034980,1.001984175,1.231823927,0.639769856,0.571616962
Ganges-Brahmaputra_ken_km1668,25.2438,80.3751,5034110,0.999680212,0.996410483,0.487777938,0.487765261
Ganges-Brahmaputra_ken_km1693,25.1146,80.3423,5034110,0.999284501,1.031523276,0.823899539,0.821098907
Ganges-Brahmaputra_kopili_km0787,25.9639,92.7609,5029712,1.001556516,1.048498,0.646727808,0.643410992
Ganges-Brahmaputra_koshi_km0544,25.4676,86.9781,5032441,1.006653858,1.002705341,0.961778026,0.961108973
Ganges-Brahmaputra_koshi_km0563,25.4619,86.8111,5032240,0.992230362,1.002720662,0.895320841,0.89499764
Ganges-Brahmaputra_koshi_km0607,25.6326,86.5534,5031542,1.003598349,1.045516301,0.96643118,0.943329483
Ganges-Brahmaputra_koshi_km0690,26.2374,86.6101,5028611,1.004431474,1.093867841,0.830063396,0.80581128
Ganges-Brahmaputra_koshi_km0705,26.3076,86.7158,5028611,1.001730189,1.074543281,0.89456078,0.870860063
Ganges-Brahmaputra_koshi_km0902,27.1066,86.4685,5024284,1.001297602,1.257470221,0.847723873,0.70086689
Ganges-Brahmaputra_koshi_km0921,27.1999,86.3606,5023913,1.00015316,1.135473022,0.8987672,0.830881571
Ganges-Brahmaputra_lohit_km1087,27.7874,95.5619,5021639,0.999901358,1.008199941,0.900195637,0.899859301
Ganges-Brahmaputra_lohit_km1127,27.805,95.9254,5021333,0.999647739,0.957595603,0.62345902,0.621078681
Ganges-Brahmaputra_lohit_km1137,27.8494,96.0101,5021121,0.999894005,0.968186084,0.78252192,0.780207253
Ganges-Brahmaputra_ma-Quan-He_km2560,29.216,87.6946,5015666,1.000116577,0.768859114,0.321506314,0.28321565
Ganges-Brahmaputra_ma-Quan-He_km2651,29.1719,87.0159,5015766,1.000043095,0.987874824,0.742981794,0.742695938
Ganges-Brahmaputra_ma-Quan-He_km2679,29.1973,86.7649,5015528,1.000096573,1.152283629,0.388456732,0.369781401
Ganges-Brahmaputra_ma-Quan-He_km2684,29.2036,86.7209,5015510,1.000042705,0.879169156,0.627014792,0.607931052
Ganges-Brahmaputra_ma-Quan-He_km2763,29.1741,86.0814,5015601,1.000051251,0.881637252,0.593747493,0.576856003
Ganges-Brahmaputra_ma-Quan-He_km2859,29.2898,85.3386,5015160,1.00004339,0.951088581,0.459453515,0.457245146
Ganges-Brahmaputra_ma-Quan-He_km2876,29.3112,85.1829,5015377,1.000020957,1.034181307,0.767953358,0.765449352
Ganges-Brahmaputra_ma-Quan-He_km2918,29.2015,84.8951,5015561,1.000034373,1.199209513,0.363686515,0.333232212
Ganges-Brahmaputra_ma-Quan-He_km2942,29.2545,84.7014,5015235,1.000054095,0.96509662,0.650410086,0.64867201
Ganges-Brahmaputra_ma-Quan-He_km3020,29.5359,84.3376,5014075,1.000022399,1.076197878,0.752913092,0.74143075
Ganges-Brahmaputra_ma-Quan-He_km3143,29.9559,83.4939,5012522,1.000027598,0.894121956,0.350758262,0.34218164
Ganges-Brahmaputra_ma-Quan-He_km3208,30.1789,83.0824,5011826,1.000011865,1.441405359,0.018437478,-0.076245174
Ganges-Brahmaputra_meghna_km0085,23.8657,90.7806,5039191,0.888468505,1.104575077,0.907343553,0.821225175
Ganges-Brahmaputra_north-Koel_km1059,24.3783,83.8156,5037026,1.000553726,1.282748919,0.630508427,0.534735258
Ganges-Brahmaputra_north-Koel_km1065,24.3309,83.8226,5037175,1.000441583,1.099077361,0.342813163,0.335386535
Ganges-Brahmaputra_north-Koel_km1075,24.2536,83.8469,5037549,1.000136337,1.127019727,0.463199766,0.448376468
Ganges-Brahmaputra_north-Koel_km1077,24.2407,83.8606,5037719,1.001165836,1.216559816,0.430875201,0.391064412
Ganges-Brahmaputra_nyang_km2411,29.2586,88.9093,5015529,1.000046183,0.966257392,0.135317983,0.134659861
Ganges-Brahmaputra_nyang_km2436,29.1931,89.1051,5015584,1.000044629,1.278430533,0.606959037,0.518331273
Ganges-Brahmaputra_nyang_km2464,29.0827,89.3304,5015999,1.000045141,0.980164037,0.349615228,0.34931281
Ganges-Brahmaputra_pa-Long-Cang-Bu_km1611,29.9059,95.4576,5012668,1.000027929,0.975369701,0.950220105,0.944460011
Ganges-Brahmaputra_padma_km0054,23.4726,90.2091,5041114,1.017843339,0.978707825,0.938417475,0.932441515
Ganges-Brahmaputra_padma_km0110,23.7589,89.8141,5039840,1.013119232,0.979125412,0.97625971,0.965773344
Ganges-Brahmaputra_padma_km0138,23.8091,89.5649,5039563,1.072758752,0.908570372,0.92463822,0.860958241
Ganges-Brahmaputra_padma_km0167,23.9181,89.3236,5039207,1.030725175,0.963095045,0.945962669,0.927708609
Ganges-Brahmaputra_padma_km0220,24.1503,88.9814,5038143,1.064322497,0.924059259,0.964658094,0.894390199
Ganges-Brahmaputra_parbati_km2300,25.1736,76.6159,5033670,1.000948645,1.13854853,0.67201642,0.643952497
Ganges-Brahmaputra_parbati_km2304,25.1374,76.6074,5034106,1.001298465,1.09717005,0.710874401,0.694979809
Ganges-Brahmaputra_parbati_km2321,25.0089,76.6406,5034349,1.001497318,1.097502616,0.749986874,0.73164284
Ganges-Brahmaputra_punpun_km0846,25.4972,85.1066,5032578,1.003888671,0.773440743,0.198576931,0.167159587
Ganges-Brahmaputra_ramganga_km1701,27.2011,79.8176,5023980,1.000908305,0.93433819,0.730783915,0.722890637
Ganges-Brahmaputra_ramganga_km1752,27.4899,79.6734,5022718,1.000460802,1.001950747,0.742892942,0.742885129
Ganges-Brahmaputra_ramganga_km1779,27.6906,79.6064,5021803,1.000878171,0.855324203,0.651194345,0.622379499
Ganges-Brahmaputra_ramganga_km1882,28.3802,79.3242,5018903,1.000515577,1.061166075,0.848103372,0.836249763
Ganges-Brahmaputra_ramganga_km1944,28.6611,78.9306,5017731,0.998673056,0.715334286,0.246354516,0.194383562
Ganges-Brahmaputra_rapti_km1029,26.2703,83.4382,5028194,1.002064195,1.051903127,0.966034457,0.937936697
Ganges-Brahmaputra_rapti_km1046,26.3537,83.3071,5027710,1.003262465,1.084781851,0.945100594,0.898942835
Ganges-Brahmaputra_rapti_km1348,27.3891,82.3457,5023104,1.000715322,1.044508459,0.623185607,0.620565419
Ganges-Brahmaputra_rapti_km1392,27.5369,82.0651,5022854,1.000552019,1.083773889,0.844240029,0.823139779
Ganges-Brahmaputra_rapti_km1411,27.5924,81.9191,5022257,1.003384725,1.009042239,0.81888965,0.81863248
Ganges-Brahmaputra_rapti_km1595,27.8617,82.4431,5021154,1.001069338,1.062161263,0.644845777,0.639445305
Ganges-Brahmaputra_rihand_km1137,24.5337,82.9996,5036335,1.000333057,0.992771643,0.650740946,0.650665996
Ganges-Brahmaputra_rihand_km1161,24.6027,82.8234,5036305,1.000754017,0.870082762,0.760444971,0.727482718
Ganges-Brahmaputra_rihand_km1195,24.5187,82.5286,5036390,1.001266806,0.915420051,0.88347735,0.856010763
Ganges-Brahmaputra_rihand_km1253,24.5009,82.0559,5036487,1.001632815,0.832482631,0.333490428,0.312759325
Ganges-Brahmaputra_rihand_km1313,24.3289,81.5456,5037272,1.000490433,1.061697389,0.608261505,0.603432406
Ganges-Brahmaputra_rihand_km1319,24.3071,81.4939,5037272,1.000859365,1.123262061,0.598316477,0.579828694
Ganges-Brahmaputra_rihand-Trib-01_km1151,24.4178,82.9701,5037164,1.000261097,1.292503116,0.038744029,-0.004774195
Ganges-Brahmaputra_rihand-Trib-02_km1214,24.5547,82.3674,5036229,1.000646537,0.904773051,0.619050133,0.607327883
Ganges-Brahmaputra_sa-He_km2187,29.3662,90.8109,5014778,1.000060074,0.934100573,0.576980216,0.571877966
Ganges-Brahmaputra_sa-He_km2201,29.403,90.9201,5014778,1.000054705,1.221442706,0.708661631,0.634056124
Ganges-Brahmaputra_sa-He_km2276,29.6847,91.3639,5013470,1.000026225,1.002255488,0.697682044,0.697673629
Ganges-Brahmaputra_sai_km1197,25.7617,82.5274,5031465,1.001445743,0.904532751,0.847696613,0.820243477
Ganges-Brahmaputra_sai_km1205,25.8031,82.5166,5031465,1.002270241,0.919888075,0.899804914,0.871695168
Ganges-Brahmaputra_sai_km1219,25.7934,82.3861,5030591,1.00048726,0.95105572,0.846182025,0.838582066
Ganges-Brahmaputra_sai_km1276,25.8827,82.0271,5030339,1.000100306,0.946374016,0.823888799,0.815905156
Ganges-Brahmaputra_sai_km1284,25.9333,82.0144,5030113,1.000894958,0.928560866,0.80358621,0.790995867
Ganges-Brahmaputra_sankosh_km0445,26.3998,89.8363,5027553,1.000236159,1.139691317,0.672429768,0.643887691
Ganges-Brahmaputra_sengur_km1743,26.4291,79.7449,5027372,0.999042705,1.09909514,0.593557037,0.581650092
Ganges-Brahmaputra_sharda_km1182,26.7694,82.2659,5025796,1.001973408,0.924697167,0.896634588,0.8720984
Ganges-Brahmaputra_sharda_km1184,26.7778,82.2608,5025796,1.000708795,1.022329989,0.901267194,0.898771063
Ganges-Brahmaputra_sharda_km1194,26.8119,82.1836,5025576,1.001119235,0.913423917,0.907463761,0.873273419
Ganges-Brahmaputra_sharda_km1195,26.8159,82.1768,5025576,1.000826793,1.004353502,0.93912927,0.938968186
Ganges-Brahmaputra_sharda_km1241,26.8576,81.7769,5025393,1.002837494,0.941920435,0.804358418,0.79589974
Ganges-Brahmaputra_sharda_km1246,26.8749,81.7314,5025326,1.001604545,1.069739431,0.83948466,0.824981894
Ganges-Brahmaputra_sharda_km1327,27.3921,81.3974,5023081,1.004778489,0.776393537,0.866789426,0.73967762
Ganges-Brahmaputra_shitalakshya_km0071,23.7754,90.5131,5039829,0.989188024,1.055123068,0.807860974,0.799817941
Ganges-Brahmaputra_sindh_km1916,26.1424,78.7359,5029397,1.000221179,1.002454076,0.720327155,0.720316301
Ganges-Brahmaputra_sindh_km1923,26.1146,78.6977,5029397,0.999674969,1.179138724,0.580196956,0.543573244
Ganges-Brahmaputra_son_km0921,25.2109,84.5391,5033540,1.001582725,1.252967858,0.531893881,0.467911116
Ganges-Brahmaputra_son_km0984,24.8611,84.1601,5035244,1.000369102,1.005922505,0.246632524,0.246609154
Ganges-Brahmaputra_son_km1015,24.6466,83.992,5035865,1.000174333,0.973979014,0.500313857,0.499636768
Ganges-Brahmaputra_son_km1028,24.545,83.9436,5036307,1.000162722,1.031125587,0.632654458,0.631338128
Ganges-Brahmaputra_son_km1029,24.5439,83.9371,5036307,1.000779786,0.976929629,0.798632117,0.797313359
Ganges-Brahmaputra_son_km1046,24.5134,83.7816,5036471,1.000202098,0.971582921,0.657083131,0.655907643
Ganges-Brahmaputra_son_km1097,24.4804,83.3204,5036601,1.001377102,0.770629201,0.665855544,0.594703347
Ganges-Brahmaputra_subansiri_km0949,27.4404,94.2476,5023079,0.999963435,1.015592673,0.853136243,0.852310813
Ganges-Brahmaputra_teesta_km0379,25.8261,89.4105,5030454,1.001538077,1.182796523,0.929642773,0.804124851
Ganges-Brahmaputra_teesta_km0447,26.1871,89.0324,5028847,1.002335618,0.954782416,0.769047869,0.764651382
Ganges-Brahmaputra_teesta_km0462,26.2681,88.9362,5028847,1.001764966,1.037529346,0.702471501,0.700108728
Ganges-Brahmaputra_teesta_km0515,26.6248,88.6829,5026538,1.001550158,1.181069117,0.660622475,0.615337119
Ganges-Brahmaputra_tons_km1428,24.904,81.3431,5034761,1.000507029,1.247265257,0.57731579,0.510303864
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1620,29.5199,94.8666,5014382,1.000072285,1.082438494,0.960902843,0.908760216
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1649,29.4704,94.6404,5014356,1.000101102,1.16829627,0.906557421,0.807502831
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1656,29.4657,94.5761,5014487,1.000083802,1.193241885,0.959325662,0.802523837
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1704,29.2421,94.2331,5015460,1.000063895,1.104917207,0.936830911,0.877533849
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1759,29.1184,93.8004,5015827,1.000065459,1.091589671,0.971529415,0.904087299
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1793,29.1697,93.5604,5015630,1.000172394,1.186872973,0.944690681,0.805113729
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1826,29.0478,93.3504,5016305,1.000188122,1.142137019,0.895397961,0.823521803
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km1950,29.0984,92.6061,5015914,1.000045848,0.970405376,0.844172653,0.841387245
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2012,29.2579,92.1826,5015271,1.000082064,1.065311381,0.966728069,0.926701947
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2067,29.2654,91.7149,5015210,1.000077405,1.056461836,0.947272862,0.922746547
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2097,29.2826,91.4161,5015193,1.000046485,1.113030956,0.867249517,0.8256478
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2114,29.2861,91.2544,5015164,1.000049974,1.154301057,0.913383084,0.823049983
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2150,29.2967,90.9474,5015145,1.00004877,1.019902383,0.737740795,0.736986696
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2171,29.2769,90.7841,5015144,1.000031865,0.916598762,0.923125293,0.886573865
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2329,29.3359,89.4834,5014933,1.000028211,0.990281754,0.796700072,0.796467925
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2339,29.351,89.4029,5014928,1.000038018,1.023943686,0.547967886,0.547334192
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2381,29.3314,89.0686,5014953,1.000044856,1.01784746,0.735012396,0.734412041
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2400,29.3339,88.9303,5014993,1.000071362,1.018396015,0.441031011,0.440728376
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2440,29.347,88.5986,5014913,1.000101684,0.846737894,-0.273198959,-0.282390297
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2456,29.3511,88.4674,5014942,1.000090137,0.820939578,0.38471352,0.359187941
Ganges-Brahmaputra_ya-Lu-Cang-Bu-Jiang_km2515,29.3766,88.0061,5014963,1.000096166,1.050877928,0.865941244,0.856611288
Ganges-Brahmaputra_yamuna_km1337,25.4134,81.8231,5032497,1.00417368,1.093510593,0.919858996,0.876775688
Ganges-Brahmaputra_yamuna_km1349,25.3244,81.7981,5032879,1.010003045,1.348616022,0.906334809,0.638881792
Ganges-Brahmaputra_yamuna_km1361,25.3554,81.6956,5032770,1.001049097,0.925481181,0.892802834,0.869442015
Ganges-Brahmaputra_yamuna_km1409,25.3471,81.3366,5032858,1.005191571,1.07085151,0.950026348,0.91314233
Ganges-Brahmaputra_yamuna_km1423,25.3627,81.2266,5032788,1.005331672,1.107076215,0.951007491,0.882127151
Ganges-Brahmaputra_yamuna_km1488,25.6449,80.9461,5031464,1.007035294,1.357097781,0.91994031,0.633970118
Ganges-Brahmaputra_yamuna_km1526,25.6966,80.6736,5031114,1.001359217,1.028605421,0.865203631,0.862195143
Ganges-Brahmaputra_yamuna_km1620,25.9751,80.1331,5029899,1.003587438,1.179939153,0.914724817,0.80084472
Ganges-Brahmaputra_yamuna_km1624,25.9919,80.1004,5029899,1.002511539,0.915991918,0.99416109,0.915751804
Ganges-Brahmaputra_yamuna_km1703,26.1972,79.6854,5028511,1.003579575,1.091950417,0.768571759,0.750948352
